"","date","fog","rain","snow","snowfallm","snowfalli","monthtodatesnowfallm","monthtodatesnowfalli","since1julsnowfallm","since1julsnowfalli","snowdepthm","snowdepthi","hail","thunder","tornado","meantempm","meantempi","meandewptm","meandewpti","meanpressurem","meanpressurei","meanwindspdm","meanwindspdi","meanwdire","meanwdird","meanvism","meanvisi","humidity","maxtempm","maxtempi","mintempm","mintempi","maxhumidity","minhumidity","maxdewptm","maxdewpti","mindewptm","mindewpti","maxpressurem","maxpressurei","minpressurem","minpressurei","maxwspdm","maxwspdi","minwspdm","minwspdi","maxvism","maxvisi","minvism","minvisi","gdegreedays","heatingdegreedays","coolingdegreedays","precipm","precipi","precipsource","heatingdegreedaysnormal","monthtodateheatingdegreedays","monthtodateheatingdegreedaysnormal","since1sepheatingdegreedays","since1sepheatingdegreedaysnormal","since1julheatingdegreedays","since1julheatingdegreedaysnormal","coolingdegreedaysnormal","monthtodatecoolingdegreedays","monthtodatecoolingdegreedaysnormal","since1sepcoolingdegreedays","since1sepcoolingdegreedaysnormal","since1jancoolingdegreedays","since1jancoolingdegreedaysnormal"
"357","12:00 PM EST on December 21, 2016","0","0","0","0.00","0.00","13.97","5.50","13.97","5.50","","","0","0","0","3","37","-7","20","1019","30.10","18","11","","254","16","10","","7","45","-2","29","75","37","-5","23","-9","16","1022","30.18","1017","30.05","35","22","13","8","16","10","16","10","0","28","0","0.00","0.00","","32","646","602","","","1561","1657","0","0","0","","","1035","747"
"358","12:00 PM EST on December 22, 2016","0","1","0","T","T","13.97","5.50","13.97","5.50","","","0","0","0","2","35","-2","28","1016","30.02","13","8","","235","16","10","","4","39","-1","31","92","59","2","35","-6","22","1021","30.15","1012","29.90","29","18","6","4","16","10","11","7","0","30","0","0.51","0.02","","32","676","634","","","1591","1689","0","0","0","","","1035","747"
"359","12:00 PM EST on December 23, 2016","0","0","0","0.00","0.00","13.97","5.50","13.97","5.50","","","0","0","0","5","41","-3","26","1026","30.29","18","11","","260","16","10","","8","46","2","35","75","45","-2","29","-4","24","1028","30.35","1019","30.10","29","18","11","7","16","10","16","10","0","24","0","0.00","0.00","","33","700","667","","","1615","1722","0","0","0","","","1035","747"
"360","12:00 PM EST on December 24, 2016","0","1","0","0.00","0.00","13.97","5.50","13.97","5.50","","","0","0","0","4","40","2","35","1020","30.13","19","12","","229","14","8","","7","45","2","35","96","59","6","42","-4","25","1027","30.32","1014","29.96","34","21","10","6","16","10","5","3","0","25","0","9.65","0.38","","33","725","700","","","1640","1755","0","0","0","","","1035","747"
"361","12:00 PM EST on December 25, 2016","0","0","0","0.00","0.00","13.97","5.50","13.97","5.50","","","0","0","0","2","36","-7","20","1031","30.44","19","12","","298","16","10","","7","45","-3","27","89","29","1","33","-14","7","1041","30.75","1022","30.17","40","25","10","6","16","10","16","10","0","29","0","0.00","0.00","","33","754","733","","","1669","1788","0","0","0","","","1035","747"
"362","12:00 PM EST on December 26, 2016","0","1","0","0.00","0.00","13.97","5.50","13.97","5.50","","","0","0","0","2","36","-4","24","1034","30.54","17","10","","173","14","9","","9","48","-4","24","82","42","8","47","-14","7","1043","30.80","1016","30.01","35","22","10","6","16","10","3","2","0","29","0","0.25","0.01","","33","783","766","","","1698","1821","0","0","0","","","1035","747"
"363","12:00 PM EST on December 27, 2016","0","1","0","0.00","0.00","13.97","5.50","13.97","5.50","","","0","0","0","9","49","6","42","1008","29.78","32","20","","249","16","10","","14","58","4","39","93","44","11","52","-3","27","1015","29.99","1004","29.64","64","40","19","12","16","10","16","10","0","16","0","T","T","","34","799","800","","","1714","1855","0","0","0","","","1035","747"
"364","12:00 PM EST on December 28, 2016","0","0","0","0.00","0.00","13.97","5.50","13.97","5.50","","","0","0","0","3","37","-6","22","1016","30.02","17","11","","294","16","10","","6","42","0","32","64","36","-3","27","-8","17","1021","30.16","1011","29.85","29","18","6","4","16","10","16","10","0","28","0","0.00","0.00","","34","827","834","","","1742","1889","0","0","0","","","1035","747"
"365","12:00 PM EST on December 29, 2016","0","1","1","1.02","0.40","14.99","5.90","14.99","5.90","","","0","1","0","2","36","1","33","1004","29.65","18","11","","127","11","7","","6","43","-2","29","100","61","6","42","-6","21","1021","30.14","991","29.27","42","26","0","0","16","10","1","1","0","29","0","29.46","1.16","","34","856","868","","","1771","1923","0","0","0","","","1035","747"
"366","12:00 PM EST on December 30, 2016","0","0","1","T","T","14.99","5.90","14.99","5.90","","","0","0","0","2","36","-4","24","999","29.51","28","18","","260","16","10","","5","41","-1","30","89","47","-1","30","-11","13","1011","29.87","992","29.29","42","26","21","13","16","10","6","4","0","29","0","T","T","","34","885","902","","","1800","1957","0","0","0","","","1035","747"
"367","12:00 PM EST on December 31, 2016","0","1","0","0.00","0.00","14.99","5.90","14.99","5.90","","","0","0","0","1","34","-6","22","1016","30.00","23","14","","225","16","10","","6","42","-3","26","86","47","3","37","-11","13","1021","30.14","1011","29.87","52","32","13","8","16","10","11","7","0","31","0","1.78","0.07","","35","916","937","","","1831","1994","0","0","0","","","1035","747"
