Crash Number,City/Town Name,Crash Date,Crash Time,Crash Severity,Number of Vehicles,Total Nonfatal Injuries,Total Fatal Injuries,Manner of Collision,Vehicle Action Prior to Crash,Vehicle Travel Directions,Most Harmful Events,Vehicle Configuration,Road Surface Condition,Ambient Light,Weather Condition,At Roadway Intersection,Distance from Nearest Roadway Intersection,Distance from Nearest Milemarker,Distance from Nearest Exit,Distance from Nearest Landmark,Non Motorist Type,X Coordinate,Y Coordinate
3823228,BOSTON,01-May-2014,4:12 PM,Property damage only (none injured),1,0,0,Angle,V1: Slowing or stopped in traffic,V1:Westbound ,V1: Collision with pedestrian ,V1: Passenger car,Dry,Daylight,Clear,,ARBORWAY Rte 203 / FOREST HILLS STREET,,,,,232427.352,894561.8624
3808566,BOSTON,01-May-2014,4:30 PM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Eastbound ,V1: Collision with guardrail ,V1: Passenger car,Dry,Daylight,Clear,,Rte 90 E / UNKNOWN,,Exit 22 on Rte 90 E,,,234741.7413,899775.696
3865855,BOSTON (DORCHESTER),01-May-2014,7:30 PM,Non-fatal injury,2,3,0,Angle,V1: Travelling straight ahead / V2:Not reported,V1:Not reported / V2:Not reported ,V1: Collision with motor vehicle in traffic / V2: Not reported ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Dusk,Clear,FLORIDA STREET / WRENTHAM STREET,,,,,,236401.3127,893201.375
3796071,BOSTON,02-May-2014,2:20 AM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Not reported,V1:Not reported ,V1: Not reported ,V1: Passenger car,Dry,Dark - lighted roadway,Clear,,KOSCIUSZKO CIRCLE / WILLIAM DAY BOULEVARD,,,COLONY AVENUE,,237000,896933.5626
3805838,BOSTON (ALLSTON),02-May-2014,7:55 AM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Turning left,V1:Not reported ,"V1: Collision with cyclist (bicycle, tricycle, unicycle, pedal car) ",V1: Passenger car,Dry,Daylight,Cloudy/Cloudy,NORTH HARVARD STREET / GORDON AVENUE,,,,,"P2:Pedalcyclist (bicycle, tricycle, unicycle, pedal car)",230841.9061,901834.0626
3805839,BOSTON,02-May-2014,8:53 AM,Property damage only (none injured),2,0,0,Head-on,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Not reported / V2:Not reported ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,COMMONWEALTH AVENUE / BUICK STREET,,,,,,231658.3751,900150.8749
3798374,BOSTON,02-May-2014,12:44 PM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Changing lanes / V2:Travelling straight ahead,V1:Westbound / V2:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,,558 GALLIVAN BOULEVARD,,,,,236830.0755,892599.2859
3798469,BOSTON,02-May-2014,1:44 PM,Property damage only (none injured),2,0,0,Angle,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Westbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,COLUMBIA ROAD / DORCHESTER AVENUE,,,,,,236535.6564,896787.6252
3799756,BOSTON,02-May-2014,2:13 PM,Non-fatal injury,2,3,0,Rear-end,V1: Slowing or stopped in traffic / V2:Travelling straight ahead,V1:Westbound / V2:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Cloudy,,Rte 90 W / UNKNOWN,,,,,232572.2182,899870.4883
3805840,BOSTON (BRIGHTON),02-May-2014,4:45 PM,Not Reported,1,0,0,Single vehicle crash,V1: Not reported,V1:Southbound ,V1: Not reported ,V1: Passenger car,Dry,Daylight,Clear,KIRKWOOD ROAD / FOSTER STREET,,,,,,228103.406,899057.6248
3799213,BOSTON,02-May-2014,11:25 PM,Non-fatal injury,1,2,0,Single vehicle crash,V1: Changing lanes,V1:Westbound ,V1: Other ,V1: Passenger car,Dry,Dark - lighted roadway,Clear,,STORROW DRIVE / CHARLESGATE OVERPASS,,,PRIOR TO BU BRIDGE,,232937.4844,900128.6621
3798375,BOSTON,03-May-2014,1:18 AM,Property damage only (none injured),2,0,0,Angle,V1: Turning left / V2:Travelling straight ahead,V1:Eastbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Not reported",Dry,Dark - lighted roadway,Not Reported,WILLIAM T MORRISSEY BOULEVARD / DOMINIC J BANCULLI BOULEVARD,,,,,,237369.7223,896004.065
3907071,BOSTON,03-May-2014,9:58 AM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Not reported ,V1: Collision with overhead sign support ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Not Reported,,LOGAN AIRPORT TERMINAL B,,,,,239623.7113,901645.7637
3804647,BOSTON,03-May-2014,12:50 PM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Travelling straight ahead / V2:Entering traffic lane,V1:Not reported / V2:Not reported ,V1: Collision with parked motor vehicle / V2: Collision with motor vehicle in traffic ,"V1: Bus (seats for more than 15 people, including driver) / V2:Passenger car",Dry,Daylight,Cloudy,,1487 TREMONT STREET / PARKER STREET,,,,,233198.4061,897999.6249
3908821,BOSTON,03-May-2014,4:23 PM,Property damage only (none injured),2,0,0,Angle,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Northbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Cloudy/Cloudy,BLUE HILL AVENUE / ANSEL ROAD,,,,,,233767,892978.3749
3802741,BOSTON,03-May-2014,4:53 PM,Property damage only (none injured),3,0,0,Rear-end,V1: Travelling straight ahead / V2:Travelling straight ahead / V3:Travelling straight ahead,V1:Southbound / V2:Southbound / V3:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car / V3:Passenger car,Dry,Dark - lighted roadway,Clear,,Rte 93 S / UNKNOWN,,Exit 23 on Rte 93 S,,,236856.2793,901152.8251
3818431,BOSTON,03-May-2014,6:01 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Travelling straight ahead,V1:Westbound / V2:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,SOLDIERS FIELD ROAD / NORTH HARVARD STREET,,,,,,230992.3482,902048.2872
3802841,BOSTON,03-May-2014,8:53 PM,Property damage only (none injured),2,0,0,Angle,V1: Travelling straight ahead / V2:Turning left,V1:Northbound / V2:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Dark - lighted roadway,Clear,,FRONTAGE ROAD Rte UNKNOW N / SOUTHAMPTON STREET,,,MASS AV,,236246.0308,897831.0996
3802842,BOSTON,04-May-2014,2:15 AM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Dark - lighted roadway,Clear,,RAMP-RTS 93 SB/3 SB TO RT 90 WB / RAMP-RTS 93 SB/3 SB TO ALBANY ST STREET,,Exit 20 on Rte 93 S,,,236198.9509,899840.9002
3802095,BOSTON,04-May-2014,7:05 AM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Turning left,V1:Southbound ,V1: Collision with guardrail ,V1: Passenger car,Dry,Daylight,Clear,,GENERAL CASIMIR PULASKI SKYWAY Rte 93 S / COLUMBIA ROAD,,,EXIT 15,,236787.0013,896862.7653
3802843,BOSTON,04-May-2014,11:08 AM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Dry,Daylight,Clear,,LEVERETT CONNECTOR SOUTH,,Exit 26 on Rte 93 S,BOSTON SAND AND GRAVEL,,235681.821,902360.8769
3802854,BOSTON,04-May-2014,5:19 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Not reported / V2:Slowing or stopped in traffic,V1:Not reported / V2:Northbound ,V1: Not reported / V2: Not reported ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,,Rte 93 N,,Exit 13 on Rte 93 N,SOUTH OF EXIT #13,,237420.1414,894076.5227
3799757,BOSTON,04-May-2014,7:00 PM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Travelling straight ahead / V2:Changing lanes,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,Rte 93 N / UNKNOWN,,Exit 27 on Rte 93 N,,,235655.07,902467.5364
3804008,BOSTON,04-May-2014,8:35 PM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Changing lanes / V2:Travelling straight ahead,V1:Not reported / V2:Not reported ,V1: Not reported / V2: Not reported ,"V1: Passenger car / V2:Bus (seats for more than 15 people, including driver)",Dry,Dark - lighted roadway,Clear,WASHINGTON STREET / MASSACHUSETTS AVENUE,,,,,,234864.5647,898535.1621
3800813,BOSTON,04-May-2014,9:06 PM,Non-fatal injury,2,1,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Truck/trailer,Dry,Dark - lighted roadway,Clear,,GENERAL CASIMIR PULASKI SKYWAY Rte 93 S / COLUMBIA ROAD,,Exit 15 on Rte 93 S,,,236787.0013,896862.7653
3845957,BOSTON,04-May-2014,9:10 PM,Not Reported,3,0,0,Angle,V1: Travelling straight ahead / V2:Travelling straight ahead / V3:Not reported,V1:Northbound / V2:Southbound / V3:Not reported ,V1: Not reported / V2: Not reported / V3: Not reported ,V1: Passenger car / V2:Passenger car / V3:Passenger car,Dry,Dark - lighted roadway,Clear,HARVARD AVENUE / BRAINERD ROAD,,,,,,230482.8436,899924.0624
3802742,BOSTON,04-May-2014,10:29 PM,Property damage only (none injured),3,0,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic / V3:Slowing or stopped in traffic,V1:Northbound / V2:Northbound / V3:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car / V3:Passenger car,Dry,Dark - lighted roadway,Cloudy,,JOHN F FITZGERALD EXPRESSWAY Rte 93 N / RAMP - BROADWAY TO RT 93 NB,,,O'NEILL PORTAL,,236453.0593,899864.2336
3804926,BOSTON,05-May-2014,2:07 AM,Property damage only (none injured),3,0,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic / V3:Slowing or stopped in traffic,V1:Eastbound / V2:Eastbound / V3:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V3:Passenger car",Dry,Dark - lighted roadway,Clear,MASSACHUSETTS AVENUE CONNECTOR / MASSACHUSETTS AVENUE CONNECTOR / FRONTAGE ROAD,,,,MASS AVE CONNECTOR,,235865.0173,898419.1854
3828020,BOSTON,05-May-2014,7:39 AM,Non-fatal injury,1,1,0,Single vehicle crash,V1: Travelling straight ahead,V1:Eastbound ,V1: Collision with pedestrian ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,GALLIVAN BOULEVARD Rte UNKNOW / 252 OWENCROFT ROAD,,,,P2:Pedestrian,235581.1415,892160.9674
3797822,BOSTON,05-May-2014,8:15 AM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Eastbound ,V1: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,STORROW DRIVE / LONGFELLOW BRIDGE,,,LONGFELLOW BRIDGE,,235193.1629,901280.3507
3818275,BOSTON,05-May-2014,10:15 AM,Property damage only (none injured),2,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Travelling straight ahead,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Dry,Daylight,Clear,,COLUMBIA ROAD Rte UNKNOW / 725 POND STREET,,,,,236286.2971,896706.6877
3797823,BOSTON,05-May-2014,11:37 AM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Eastbound ,V1: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Cloudy,,STORROW DRIVE Rte 3A N / RAMP - LEVERETT CONNECTOR TO STORROW DRI Rte 3A N,,,CHARLES CIRCLE OVERPASS,,235424.3228,901657.0757
3818266,BOSTON,05-May-2014,5:40 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Travelling straight ahead,V1:Westbound / V2:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Dry,Daylight,Clear,,STORROW DRIVE / CHARLESGATE OVERPASS,,,BOWKER OVERPASS,,233213.653,900104.8473
3797396,BOSTON,05-May-2014,10:56 PM,Non-fatal injury,3,1,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic / V3:Slowing or stopped in traffic,V1:Southbound / V2:Southbound / V3:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Not reported ,V1: Passenger car / V2:Passenger car / V3:Passenger car,Dry,Dark - lighted roadway,Clear,RIVERWAY / LONGWOOD AVENUE,,,,,,232142.9084,898941.3686
3799767,BOSTON,05-May-2014,11:15 PM,Non-fatal injury,2,2,0,Angle,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Eastbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Dark - lighted roadway,Clear,RIVERWAY / BROOKLINE AVENUE,,,,,,232136.0747,898499.2837
3802844,BOSTON,06-May-2014,8:13 AM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic,V1:Eastbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,,MASSACHUSETTS TURNPIKE Rte 90 E / MASSACHUSETTS TURNPIKE Rte 90 E,Rte 90  E Milemarker 130.7,,INTERCHANGE 19,,230866.3613,900806.3434
3820761,BOSTON,06-May-2014,11:19 AM,Non-fatal injury,2,2,0,Rear-end,V1: Entering traffic lane / V2:Entering traffic lane,V1:Eastbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Single-unit truck (2-axle, 6-tire)",Dry,Daylight,Clear,,KOSCIUSZKO CIRCLE / COLUMBIA ROAD,,,COLUMBIA CIRCLE,,236980.4846,896866.3749
3804293,BOSTON,06-May-2014,1:25 PM,Property damage only (none injured),3,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Not reported / V3:Slowing or stopped in traffic,V1:Westbound / V2:Westbound / V3:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car / V3:Passenger car,Dry,Other,Cloudy,,SUMNER TUNNEL / RAMP - SUMNER TUNNEL TO MARKET STREET,,,SUMNER TUNNEL,,237222.468,901945.3478
3801140,BOSTON,06-May-2014,4:22 PM,Not Reported,2,0,0,Angle,V1: Turning right / V2:Parked,V1:Southbound / V2:Not reported ,V1: Not reported / V2: Not reported ,"V1: Unknown heavy truck, cannot classify / V2:Passenger car",Dry,Daylight,Clear,HARVARD AVENUE / GLENVILLE AVENUE,,,,,,230365.4062,900138.6248
3845883,BOSTON,06-May-2014,5:20 PM,Property damage only (none injured),2,0,0,Angle,V1: Travelling straight ahead / V2:Turning left,V1:Southbound / V2:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,GALLIVAN BOULEVARD / FREDERIKA STREET,,,,,,236418.328,892500.1249
3869832,BOSTON (DORCHESTER),06-May-2014,10:00 PM,Not Reported,2,0,0,Not reported,V1: Not reported / V2:Not reported,V1:Not reported / V2:Not reported ,V1: Not reported / V2: Not reported ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Not reported,Not reported,Not Reported,GALLIVAN BOULEVARD Rte SR203 W / ADAMS STREET,,,,,,236381.9376,892485.5001
3865863,BOSTON,06-May-2014,10:00 PM,Not Reported,1,0,0,Angle,V1: Travelling straight ahead,V1:Not reported ,"V1: Collision with cyclist (bicycle, tricycle, unicycle, pedal car) ","V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Dark - lighted roadway,Clear/Clear,,HOOPER STREET,,,,"P2:Pedalcyclist (bicycle, tricycle, unicycle, pedal car)",,
3799768,BOSTON,07-May-2014,1:20 AM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Eastbound ,V1: Collision with fence ,V1: Passenger car,Dry,Dark - lighted roadway,Clear,,STORROW DRIVE Rte UNKNOW E / DAVID G MUGAR WAY,,,,,235214.6816,900915.4701
3850731,BOSTON,07-May-2014,7:05 AM,Property damage only (none injured),2,0,0,Angle,V1: Turning left / V2:Travelling straight ahead,V1:Westbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,COMMONWEALTH AVENUE / COLBORNE ROAD,,,,,,229181.3882,899091.6206
3799758,BOSTON,07-May-2014,8:00 AM,Property damage only (none injured),3,0,0,Angle,V1: Travelling straight ahead / V2:Travelling straight ahead / V3:Changing lanes,V1:Southbound / V2:Southbound / V3:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car / V3:Passenger car,Dry,Daylight,Clear,,Rte 93 S / UNKNOWN,,,,,236179.1261,901857.597
3845559,BOSTON,07-May-2014,10:15 AM,Non-fatal injury,2,1,0,Angle,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Eastbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,,GALLIVAN BOULEVARD Rte UNKNOW / DORCHESTER AVENUE,,,,,235804.4062,892252.5627
3826938,BOSTON,07-May-2014,10:30 AM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Parked / V2:Turning right,V1:Not reported / V2:Southbound ,V1: Not reported / V2: Collision with parked motor vehicle ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Bus (seats for more than 15 people, including driver)",Dry,Daylight,Clear,,SEAPORT LANE / CONGRESS STREET,,,,,237776.8437,899890.827
3802845,BOSTON,07-May-2014,1:15 PM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Changing lanes,V1:Southbound ,V1: Other ,V1: Passenger car,Dry,Daylight,Clear,,Rte 93 S / UNKNOWN,,Exit 20 on Rte 93 S,,,236954.209,900826.9442
3805060,BOSTON,07-May-2014,6:20 PM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Entering traffic lane / V2:Travelling straight ahead,V1:Southbound / V2:Not reported ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Tractor/semi-trailer / V2:Passenger car,Dry,Daylight,Clear,,Rte 93 S / SOUTHAMPTON STREET,,,SOUTH HOV LANE @ SOUTHAMPTON ST,,236150.988,897855.8214
3804354,BOSTON,08-May-2014,6:17 AM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Westbound ,V1: Other ,V1: Passenger car,Dry,Daylight,Clear,,RAMP - RT 90 WB TO RT 93 NB / RAMP - RT 90 WB TO RT 93 SB Rte 1A S,,,RAMP D,,236464.6518,899819.3843
3813109,BOSTON,08-May-2014,8:10 AM,Non-fatal injury,2,1,0,Angle,V1: Turning left / V2:Travelling straight ahead,V1:Westbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,COLUMBIA ROAD / BUTTONWOOD STREET,,,,,,236609.8841,896827.4434
3804294,BOSTON,08-May-2014,9:48 AM,Property damage only (none injured),2,0,0,Rear-end,V1: Other / V2:Other,V1:Eastbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,MASSACHUSETTS TURNPIKE Rte 90 E,,,I/C 19,,231236.4904,900793.2844
3804355,BOSTON,08-May-2014,10:39 AM,Property damage only (none injured),4,0,0,Rear-end,V1: Travelling straight ahead / V2:Travelling straight ahead / V3:Travelling straight ahead / V4:Travelling straight ahead,V1:Northbound / V2:Northbound / V3:Northbound / V4:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic / V4: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Passenger car / V3:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V4:Passenger car",Dry,Daylight,Clear,,Rte 93 N / UNKNOWN,,Exit 20 on Rte 93 N,,,235935.6734,898219.8317
3820664,BOSTON (DORCHESTER),08-May-2014,1:15 PM,Non-fatal injury,2,2,0,Angle,V1: Travelling straight ahead / V2:Turning left,V1:Not reported / V2:Not reported ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear/Clear,,2100 DORCHESTER AVENUE,,,,,235772.7853,892099.0688
3802096,BOSTON,08-May-2014,1:27 PM,Property damage only (none injured),2,0,0,Angle,V1: Slowing or stopped in traffic / V2:Backing,V1:Eastbound / V2:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,GALLIVAN BOULEVARD Rte UNKNOW / 259,,,,,235685.747,892206.9928
4031793,BOSTON,08-May-2014,1:30 PM,Property damage only (none injured),2,0,0,Not reported,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic,V1:Eastbound / V2:Eastbound ,V1: Not reported / V2: Not reported ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Not reported,Not reported,Not Reported,SOUTHAMPTON STREET / ALLSTATE ROAD / RAMP-SOUTHAMPTON ST TO SB FRONTAGE RD,,,,SOUTH BAY MALL,,235992.5063,897897.7574
3823479,BOSTON (HYDE PARK),08-May-2014,4:13 PM,Non-fatal injury,2,2,0,Head-on,V1: Overtaking/passing / V2:Travelling straight ahead,V1:Not reported / V2:Not reported ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,WOOD AVENUE / PARKER STREET,,,,,,232041.1719,890838.3751
3824235,BOSTON (HYDE PARK),08-May-2014,6:35 PM,Non-fatal injury,2,2,0,"Sideswipe, opposite direction",V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Not reported / V2:Not reported ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,THOMPSON STREET / RESERVATION ROAD,,,,,,230350.4532,889311.7499
3799619,BOSTON,08-May-2014,7:40 PM,Non-fatal injury,1,2,0,Single vehicle crash,V1: Travelling straight ahead,V1:Southbound ,V1: Collision with pedestrian ,V1: Passenger car,Dry,Dusk,Clear,,WILLIAM T MORRISSEY BOULEVARD / KOSCIUSZKO CIRCLE,,,,P1:Pedestrian / P2:Pedestrian,237017.0782,896879.6065
3869840,BOSTON (DORCHESTER),08-May-2014,10:00 PM,Not Reported,2,0,0,"Sideswipe, same direction",V1: Parked / V2:Not reported,V1:Not reported / V2:Not reported ,V1: Not reported / V2: Not reported ,V1: Passenger car / V2:Unknown vehicle configuration,Dry,Dawn,Cloudy,ANNAPOLIS STREET / BAKERSFIELD STREET,,,,,,236198.0001,896392.9377
3802995,BOSTON,09-May-2014,1:56 AM,Property damage only (none injured),2,0,0,Angle,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with median barrier ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Dry,Dark - lighted roadway,Clear,,Rte 93 N,,Exit 23 on Rte 93,,,236957.4837,900943.9828
3847133,BOSTON,09-May-2014,6:05 AM,Non-fatal injury,1,1,0,Single vehicle crash,V1: Travelling straight ahead,V1:Northbound ,V1: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Cloudy,,Rte 93 N / UNKNOWN,,Exit 23 on Rte 93 N,,,236957.4837,900943.9828
3802743,BOSTON,09-May-2014,7:46 AM,Non-fatal injury,3,1,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic / V3:Travelling straight ahead,V1:Southbound / V2:Southbound / V3:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car / V3:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,SUMNER TUNNEL / RAMP - SUMNER TUNNEL TO MARKET STREET,,,SUMNER TUNNEL,,237035.4559,901781.3911
