Crash Number,City/Town Name,Crash Date,Crash Time,Crash Severity,Number of Vehicles,Total Nonfatal Injuries,Total Fatal Injuries,Manner of Collision,Vehicle Action Prior to Crash,Vehicle Travel Directions,Most Harmful Events,Vehicle Configuration,Road Surface Condition,Ambient Light,Weather Condition,At Roadway Intersection,Distance from Nearest Roadway Intersection,Distance from Nearest Milemarker,Distance from Nearest Exit,Distance from Nearest Landmark,Non Motorist Type,X Coordinate,Y Coordinate
3054597,BOSTON,29-Feb-2012,5:56 AM,Not Reported,2,0,0,"Sideswipe, same direction",V1: Travelling straight ahead / V2:Parked,V1:Not reported / V2:Not reported ,V1: Collision with parked motor vehicle / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Dry,Dawn,Clear/Clear,PARK PLACE / COLUMBUS AVENUE,,,,,,,
3005031,BOSTON,29-Feb-2012,8:39 AM,Non-fatal injury,2,2,0,"Sideswipe, same direction",V1: Changing lanes / V2:Travelling straight ahead,V1:Eastbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Unknown heavy truck, cannot classify / V2:Passenger car",Dry,Daylight,Cloudy,,Rte 90 E,Rte 90  E Milemarker 137.0,,,,239158.7282,901670.4404
2940364,BOSTON,29-Feb-2012,10:06 AM,Property damage only (none injured),2,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Wet,Daylight,Cloudy/Rain,,Rte 93 N,,Exit 13 on Rte 93 N,,,237394.3029,894142.3759
3321615,BOSTON,29-Feb-2012,10:25 AM,Not Reported,2,0,0,Rear-end,V1: Travelling straight ahead / V2:Parked,V1:Not reported / V2:Not reported ,V1: Collision with parked motor vehicle / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Dry,Daylight,Cloudy,,1033 MASSACHUSETTS AVENUE,,,,,235678.6831,897491.1995
2937711,BOSTON,29-Feb-2012,2:00 PM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Eastbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Wet,Daylight,Cloudy/Rain,,STORROW DRIVE / CHARLESGATE OVERPASS,,,,,233518.1633,900133.725
3265909,BOSTON,29-Feb-2012,4:15 PM,Non-fatal injury,2,1,0,Angle,V1: Travelling straight ahead / V2:Turning right,V1:Southbound / V2:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Wet,Daylight,Cloudy/Rain,JAMAICAWAY / RAMP - RT 9 TO JAMAICAWAY,,,,RAMP FROM RTE 9E TO JAMAICAWAY S,,231904.5468,897861.5626
3284913,BOSTON (JAMAICA PLAIN),29-Feb-2012,5:52 PM,Not Reported,2,0,0,Not reported,V1: Travelling straight ahead / V2:Slowing or stopped in traffic,V1:Eastbound / V2:Northbound ,V1: Collision with tree / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Not reported,Not reported,Not Reported,CENTRE STREET / OAKVIEW TERRACE,,,,,,232060.844,896721.8127
2949437,BOSTON,29-Feb-2012,6:17 PM,Non-fatal injury,2,1,0,Rear-end,V1: Slowing or stopped in traffic / V2:Travelling straight ahead,V1:Eastbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Wet,Dark - lighted roadway,Snow,,BOYLSTON STREET / PARK DRIVE,,,,,233428.6248,899533.0624
3380286,BOSTON,29-Feb-2012,7:21 PM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Changing lanes,V1:Southbound ,V1: Collision with motor vehicle in traffic ,V1: Passenger car,Wet,Dark - lighted roadway,Rain,,JOHN F FITZGERALD EXPRESSWAY Rte 93 S / RAMP - SURFACE ARTERY TO RT 93 SB,,,TUNNEL EXIT PORTAL,,236246.3533,899890.1944
3056630,BOSTON,01-Mar-2012,00:00 AM,Unknown,1,0,0,Rear-end,V1: Not reported,V1:Not reported ,V1: Not reported ,V1: Passenger car,Slush,Dark - lighted roadway,"Snow/Sleet, hail (freezing rain or drizzle)",,QUINCY STREET,,,,,,
3222830,BOSTON (ROSLINDALE),01-Mar-2012,1:04 AM,Not Reported,2,0,0,Not reported,V1: Not reported / V2:Not reported,V1:Eastbound / V2:Northbound ,V1: Not reported / V2: Not reported ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Not reported",Wet,Daylight,Rain,BEECHLAND STREET / WASHINGTON STREET,,,,,,229882.6931,891976.2199
2937697,BOSTON,01-Mar-2012,4:24 AM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Westbound ,V1: Collision with guardrail ,V1: Passenger car,Ice,Dark - lighted roadway,"Snow/Sleet, hail (freezing rain or drizzle)",,Rte 90 W,,,,,228154.8166,900866.0695
3063140,BOSTON,01-Mar-2012,8:26 AM,Property damage only (none injured),2,0,0,Angle,V1: Travelling straight ahead / V2:Slowing or stopped in traffic,V1:Eastbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Wet,Daylight,"Rain/Sleet, hail (freezing rain or drizzle)",COMMONWEALTH AVENUE / CLARENDON STREET,,,,,,234919.8438,900324.7501
2955955,BOSTON,01-Mar-2012,8:30 AM,Property damage only (none injured),2,0,0,Angle,V1: Turning left / V2:Travelling straight ahead,V1:Westbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,,MORTON STREET / 599,,,,,233495.4432,893066.2188
3804077,BOSTON,01-Mar-2012,9:00 AM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Entering traffic lane / V2:Travelling straight ahead,V1:Westbound / V2:Not reported ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Wet,Daylight,"Rain/Sleet, hail (freezing rain or drizzle)",CUMMINS HIGHWAY / ROCKDALE STREET,,,,,,233323.3095,891005.3056
3222631,BOSTON,01-Mar-2012,12:00 PM,Non-fatal injury,2,1,0,Angle,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Eastbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Wet,Daylight,"Rain/Sleet, hail (freezing rain or drizzle)",WEST FIRST STREET / D STREET,,,,,,237197.0314,899008.5
3056631,BOSTON (ROXBURY),01-Mar-2012,12:12 PM,Non-fatal injury,1,1,0,Single vehicle crash,V1: Travelling straight ahead,V1:Eastbound ,V1: Collision with pedestrian ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Wet,Daylight,"Rain/Sleet, hail (freezing rain or drizzle)",,135 DUDLEY STREET,,,,P3:Pedestrian,234311.0641,897660.2047
2937712,BOSTON,01-Mar-2012,1:26 PM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Eastbound ,V1: Collision with guardrail ,V1: Passenger car,Wet,Daylight,Cloudy,,STORROW DRIVE Rte 28 N / RAMP TO CHARLES CIRCLE,,,LONGFELLOW BRIDGE,,235227.3972,901262.6553
2939241,BOSTON,01-Mar-2012,4:45 PM,Property damage only (none injured),2,0,0,Angle,V1: Changing lanes / V2:Slowing or stopped in traffic,V1:Eastbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Wet,Dark - lighted roadway,Cloudy/Rain,,Rte 90,,Exit 20 on Rte 90,,,231437.7943,900554.1631
3079231,BOSTON,01-Mar-2012,6:51 PM,Not Reported,2,0,0,Not reported,V1: Not reported / V2:Not reported,V1:Not reported / V2:Not reported ,V1: Not reported / V2: Not reported ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Not reported,Not reported,Not Reported,CHILD STREET / RESERVATION ROAD,,,,,,230379.6095,889271.8748
3091935,BOSTON (DORCHESTER),01-Mar-2012,8:14 PM,Not Reported,2,0,0,Rear-end,V1: Not reported / V2:Not reported,V1:Northbound / V2:Northbound ,V1: Not reported / V2: Not reported ,V1: Passenger car / V2:Passenger car,Wet,Dark - lighted roadway,"Snow/Sleet, hail (freezing rain or drizzle)",,1602 DORCHESTER AVENUE,,,,,236159.355,893995.9312
2955705,BOSTON,01-Mar-2012,9:12 PM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Eastbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Wet,Dawn,Rain,,MASSACHUSETTS TURNPIKE Rte 90 E,,,ABOUT 50 YARDS EAST OF THE TOLLS,,231282.5674,900777.9754
2955948,BOSTON,02-Mar-2012,2:49 AM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Entering traffic lane,V1:Westbound ,V1: Collision with median barrier ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Wet,Dark - lighted roadway,Cloudy,,Rte 90 W,,,PRUDENTIAL TUNNEL,,234974.2868,899800.9216
3046497,BOSTON (EAST BOSTON),02-Mar-2012,6:10 AM,Property damage only (none injured),2,0,0,Angle,V1: Turning left / V2:Travelling straight ahead,V1:Westbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Bus (seats for more than 15 people, including driver) / V2:Passenger car",Ice,Dawn,Cloudy,SARATOGA STREET / NEPTUNE ROAD,,,,,,239023.211,903432.0499
3289327,BOSTON,02-Mar-2012,7:34 AM,Not Reported,1,0,0,Not reported,V1: Travelling straight ahead,V1:Not reported ,V1: Collision with impact attenuator/crash cushion ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Not reported,Not reported,Not Reported,FREMONT STREET / BABSON STREET,,,,,,233624.2186,891273.3125
3052260,BOSTON,02-Mar-2012,7:40 AM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Slowing or stopped in traffic / V2:Travelling straight ahead,V1:Westbound / V2:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Single-unit truck (3-or-more axles) / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear/Clear,FRANKLIN STREET / CONGRESS STREET,,,,,,236604.7856,900669.1991
3380287,BOSTON,02-Mar-2012,7:46 AM,Non-fatal injury,3,1,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic / V3:Slowing or stopped in traffic,V1:Northbound / V2:Northbound / V3:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car / V3:Passenger car",Wet,Daylight,Cloudy,,Rte 93 N / RAMP - RT 90 TO RT 93 NB,,,AREA RAMP D MERGE,,236581.0871,900205.8115
3297679,BOSTON (JAMAICA PLAIN),02-Mar-2012,7:58 AM,Property damage only (none injured),2,0,0,Angle,V1: Not reported / V2:Not reported,V1:Not reported / V2:Not reported ,V1: Not reported / V2: Not reported ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear/Clear,,55 SOUTH HUNTINGTON AVENUE / COLBURN STREET,,,,,232011.4871,897883.5649
2949438,BOSTON,02-Mar-2012,8:58 AM,Non-fatal injury,2,1,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic,V1:Westbound / V2:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Wet,Daylight,Cloudy/Rain,,STORROW DRIVE / MASSACHUSETTS AVENUE,,,,,233792.9041,900201.1471
3052267,BOSTON,02-Mar-2012,9:15 AM,Not Reported,1,0,0,Single vehicle crash,V1: Backing,V1:Not reported ,V1: Collision with utility pole ,V1: Single-unit truck (3-or-more axles),Dry,Daylight,Cloudy,,16 BEACON STREET,,,,,236027.9971,900920.4891
2954170,BOSTON,02-Mar-2012,9:39 AM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Westbound ,V1: Collision with guardrail ,V1: Passenger car,Wet,Daylight,Cloudy,,1000 feet S from Intersection SOLDIERS FIELD ROAD / CAMBRIDGE STREET,,,PRIOR TO LIGHT POLE #2726,,231464.2733,900839.4922
3363769,BOSTON,02-Mar-2012,11:26 AM,Non-fatal injury,2,1,0,Head-on,V1: Turning right / V2:Slowing or stopped in traffic,V1:Northbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,LEVERETT CIRCLE / NASHUA STREET,,,,,235565.4707,901894.5497
3083133,BOSTON,02-Mar-2012,12:11 PM,Not Reported,2,0,0,Angle,V1: Travelling straight ahead / V2:Turning left,V1:Southbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Not reported ,V1: Passenger car / V2:Truck/trailer,Dry,Daylight,Cloudy,,D STREET / CONGRESS STREET,,,,,237867.9285,899829.5682
3052262,BOSTON,02-Mar-2012,12:24 PM,Not Reported,1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Northbound ,V1: Not reported ,V1: Not reported,Dry,Daylight,Clear,,621 WASHINGTON STREET,,,,P2:Pedestrian,236040.2872,900340.0193
3052264,BOSTON,02-Mar-2012,1:50 PM,Not Reported,2,0,0,"Sideswipe, opposite direction",V1: Turning left / V2:Travelling straight ahead,V1:Not reported / V2:Not reported ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Cloudy/Cloudy,NORTH WASHINGTON STREET / CAUSEWAY STREET,,,,,,236364.2014,901913.9699
3014645,BOSTON,02-Mar-2012,8:54 PM,Non-fatal injury,3,3,0,Head-on,V1: Travelling straight ahead / V2:Travelling straight ahead / V3:Travelling straight ahead,V1:Eastbound / V2:Eastbound / V3:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car / V3:Passenger car,Wet,Dark - roadway not lighted,Clear,,PARKMAN DRIVE,,,,,,
2950813,BOSTON,02-Mar-2012,9:04 PM,Non-fatal injury,1,1,0,Angle,V1: Leaving traffic lane,V1:Southbound ,V1: Collision with median barrier ,V1: Passenger car,Dry,Dark - lighted roadway,Clear,,Rte 93 S,,Exit 20 on Rte 93 S,,,236954.209,900826.9442
2940362,BOSTON,03-Mar-2012,1:01 AM,Property damage only (none injured),2,0,0,Angle,V1: Turning left / V2:Travelling straight ahead,V1:Eastbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Wet,Dark - lighted roadway,"Snow/Sleet, hail (freezing rain or drizzle)",CHARLESGATE EAST / BEACON STREET,,,,,,233644.865,900055.8984
3380288,BOSTON,03-Mar-2012,1:50 AM,Non-fatal injury,1,1,0,Single vehicle crash,V1: Turning left,V1:Southbound ,V1: Collision with median barrier ,V1: Passenger car,Wet,Dark - lighted roadway,"Sleet, hail (freezing rain or drizzle)",RAMP - RT 1 SB FROM TOBIN BRIDGE Rte 1 S / RAMP - RUTHERFORD AVENUE TO RT 1 SB,,,,RAMP TC,,235622.1711,902249.1845
2995042,BOSTON,03-Mar-2012,2:20 AM,Non-fatal injury,2,1,0,Angle,V1: Not reported / V2:Not reported,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Wet,Dark - lighted roadway,Cloudy/Snow,,Rte 93 S,,Exit 15 on Rte 93 S,,,236629.6253,897168.5001
3052240,BOSTON,03-Mar-2012,2:23 AM,Not Reported,2,0,0,Rear-end,V1: Not reported / V2:Not reported,V1:Not reported / V2:Not reported ,V1: Not reported / V2: Not reported ,V1: Not reported / V2:Not reported,Slush,Dark - lighted roadway,"Sleet, hail (freezing rain or drizzle)",ATLANTIC AVENUE / CONGRESS STREET,,,,,,236776.7741,900447.0326
2942739,BOSTON,03-Mar-2012,2:42 AM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Southbound ,V1: Collision with tree ,V1: Passenger car,Ice,Dark - lighted roadway,Snow,,ENNEKING PARKWAY / WASHINGTON STREET,,,,,229642.4842,891696.4999
2975354,BOSTON,03-Mar-2012,4:00 AM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Northbound ,V1: Collision with median barrier ,V1: Passenger car,Snow,Dark - lighted roadway,"Sleet, hail (freezing rain or drizzle)",,Rte 93 N,,Exit 27 on Rte 93 N,,,235602.2947,902509.7622
2955956,BOSTON,03-Mar-2012,9:40 AM,Non-fatal injury,2,1,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic,V1:Eastbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Cloudy,,MORTON STREET / OWEN STREET,,,ENTRANCE TO NORFOLK HARDWARE,,234555.0965,892189.2631
3091532,BOSTON (DORCHESTER),03-Mar-2012,12:21 PM,Non-fatal injury,2,2,0,Angle,V1: Travelling straight ahead / V2:Not reported,V1:Not reported / V2:Not reported ,V1: Collision with motor vehicle in traffic / V2: Not reported ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Wet,Daylight,Rain,ADAMS STREET / LYON STREET,,,,,,236131.7498,895151.2502
3004301,BOSTON,03-Mar-2012,12:22 PM,Property damage only (none injured),2,0,0,Angle,V1: Travelling straight ahead / V2:Slowing or stopped in traffic,V1:Northbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,BACK STREET / BERKELEY STREET,,,,,,235009.6998,900623.457
3054582,BOSTON (CHARLESTOWN),03-Mar-2012,1:10 PM,Property damage only (none injured),2,0,0,Angle,V1: Travelling straight ahead / V2:Entering traffic lane,V1:Southbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Wet,Daylight,Rain/Rain,MAFFA WAY / SEVER STREET,,,,,,234961.5149,903898.8847
2960352,BOSTON,03-Mar-2012,3:02 PM,Property damage only (none injured),2,0,0,Angle,V1: Turning left / V2:Travelling straight ahead,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Dry,Daylight,Cloudy,,JAMAICAWAY / KELLEY CIRCLE,,,,,231228.8755,895994.75
2951611,BOSTON,03-Mar-2012,3:28 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Wet,Daylight,Clear,,Rte 93 N,,Exit 23 on Rte 93 N,,,236935.5032,901011.367
3386776,BOSTON,03-Mar-2012,3:35 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Wet,Daylight,Clear,,Rte 93 N / RAMP - RT 90 TO RT 93 NB,,,BEFORE RAMP D MERGE,,236579.9263,900202.6385
3002344,BOSTON,03-Mar-2012,3:54 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Travelling straight ahead,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Cloudy,,MASSACHUSETTS AVENUE / BACK STREET,,,,,233801.4163,900177.3508
2942543,BOSTON,03-Mar-2012,4:35 PM,Non-fatal injury,1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Westbound ,V1: Collision with tree ,V1: Passenger car,Dry,Daylight,Not Reported,,BIRMINGHAM PARKWAY / NORTH BEACON STREET Rte 20 E,,,MCDONALDS P/L,,228439.0628,900920.8752
2957545,BOSTON,03-Mar-2012,5:37 PM,Non-fatal injury,2,1,0,Rear-end,V1: Turning right / V2:Turning right,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,RAMP - SOLDIERS FIELD RD WB TO WESTERN A / SOLDIERS FIELD ROAD,,,RIVER STREET BRIDGE,,231514.8442,901232.9016
3046228,BOSTON,03-Mar-2012,11:21 PM,Property damage only (none injured),2,0,0,Angle,V1: Travelling straight ahead / V2:Not reported,V1:Not reported / V2:Not reported ,V1: Collision with motor vehicle in traffic / V2: Not reported ,V1: Passenger car / V2:Passenger car,Dry,Dark - lighted roadway,Clear/Clear,PURCHASE STREET / CONGRESS STREET,,,,,,236737.7735,900497.1333
3056632,BOSTON,04-Mar-2012,00:00 AM,Unknown,2,0,0,Rear-end,V1: Not reported / V2:Not reported,V1:Not reported / V2:Not reported ,V1: Not reported / V2: Not reported ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Dark - lighted roadway,Clear,,1483 TREMONT STREET,,,ACROSS TOBIN CENTER,,233090.7327,898029.2826
2937714,BOSTON,04-Mar-2012,1:16 AM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Eastbound ,V1: Collision with pedestrian ,V1: Passenger car,Dry,Dark - lighted roadway,Clear,,STORROW DRIVE / RAMP - STORROW DRIVE TO CLARENDON STREET,,,DARTMOUTH STREET FOOTBRIDGE,,234696.5714,900530.5707
3028857,BOSTON,04-Mar-2012,3:00 AM,Not Reported,1,0,0,"Sideswipe, same direction",V1: Turning right,V1:Northbound ,V1: Collision with pedestrian ,V1: Passenger car,Dry,Daylight,Clear,MASSACHUSETTS AVENUE / NEWMARKET SQUARE / SHIRLEY STREET,,,,,P3:Pedestrian / P4:Pedestrian,235716.9341,897429.0091
2955957,BOSTON,04-Mar-2012,11:10 AM,Non-fatal injury,1,1,0,Single vehicle crash,V1: Slowing or stopped in traffic,V1:Eastbound ,V1: Collision with pedestrian ,V1: Passenger car,Dry,Daylight,Cloudy,,MORTON STREET / BLUE HILL AVENUE,,,BY MOBIL STATION,P2:Pedestrian,233701.9844,892720.8122
3062990,BOSTON,04-Mar-2012,2:30 PM,Non-fatal injury,2,1,0,Angle,V1: Not reported / V2:Travelling straight ahead,V1:Westbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Single-unit truck (2-axle, 6-tire) / V2:Passenger car",Dry,Daylight,Clear/Clear,MELNEA CASS BOULEVARD / WASHINGTON STREET,,,,,,234535.2381,898131.509
2951623,BOSTON,04-Mar-2012,4:17 PM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,RAMP - RT 3A NB TO RT 93 NB Rte 3A N / GENERAL CASIMIR PULASKI SKYWAY Rte 93 N,,,LEAVING THE NEPONSET BRIDGE,,237680.5293,893309.2793
3053942,BOSTON,04-Mar-2012,6:00 PM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Not reported,V1:Not reported ,V1: Not reported ,V1: Tractor/semi-trailer,Dry,Dark - lighted roadway,Clear,,Rte 90 W,,Exit 20 on Rte 90 W,TURNAROUND,,231452.5043,900558.3731
2951624,BOSTON,04-Mar-2012,6:25 PM,Property damage only (none injured),2,0,0,Angle,V1: Entering traffic lane / V2:Travelling straight ahead,V1:Southbound / V2:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Dark - lighted roadway,Clear,GALLIVAN BOULEVARD / GRANITE AVENUE,,,,,,236643.2967,892556.1249
3298015,BOSTON,04-Mar-2012,10:00 PM,Non-fatal injury,2,1,0,Not reported,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Northbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Not reported,Not reported,Not Reported,,659 CENTRE STREET,,,,,231812.8534,895895.1375
3001177,BOSTON,05-Mar-2012,6:57 AM,Property damage only (none injured),2,0,0,Angle,V1: Turning right / V2:Travelling straight ahead,V1:Not reported / V2:Not reported ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Single-unit truck (2-axle, 6-tire) / V2:Passenger car",Dry,Daylight,Clear,,VETERANS OF FOREIGN WARS PARKWAY / SPRING STREET,,,,,227008.6251,891284.9375
2972975,BOSTON,05-Mar-2012,7:39 AM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Turning right / V2:Turning right,V1:Not reported / V2:Not reported ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Truck/trailer,Dry,Daylight,Clear,STUART STREET / CHARLES STREET SOUTH,,,,,,235686.1875,900142.2502
2960355,BOSTON,05-Mar-2012,7:53 AM,Property damage only (none injured),2,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Travelling straight ahead,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,,Rte 93 S,,Exit 12 on Rte 93 S,,,237620.5493,892713.0989
3063139,BOSTON,05-Mar-2012,8:26 AM,Not Reported,2,0,0,Not reported,V1: Not reported / V2:Not reported,V1:Not reported / V2:Not reported ,V1: Not reported / V2: Not reported ,V1: Passenger car / V2:Passenger car,Not reported,Not reported,Not Reported,BERKELEY STREET / SAINT JAMES AVENUE,,,,,,235209.3127,900078.5001
