Crash Number,City/Town Name,Crash Date,Crash Time,Crash Severity,Number of Vehicles,Total Nonfatal Injuries,Total Fatal Injuries,Manner of Collision,Vehicle Action Prior to Crash,Vehicle Travel Directions,Most Harmful Events,Vehicle Configuration,Road Surface Condition,Ambient Light,Weather Condition,At Roadway Intersection,Distance from Nearest Roadway Intersection,Distance from Nearest Milemarker,Distance from Nearest Exit,Distance from Nearest Landmark,Non Motorist Type,X Coordinate,Y Coordinate
3380266,BOSTON,07-Jan-2012,5:01 PM,Non-fatal injury,1,1,0,Single vehicle crash,V1: Travelling straight ahead,V1:Northbound ,V1: Other ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Dusk,Clear,,LEVERETT CONNECTOR NORTH,,,LEVERETT BYPASS NORTHBOUND,,235910.089,902115.5249
2860126,BOSTON,07-Jan-2012,5:38 PM,Non-fatal injury,2,2,0,Angle,V1: Travelling straight ahead / V2:Turning right,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Dark - lighted roadway,Not Reported,,WILLIAM T MORRISSEY BOULEVARD / VICTORY ROAD,,,,,237172.2509,894293.1385
2856389,BOSTON,07-Jan-2012,6:07 PM,Non-fatal injury,1,1,0,Single vehicle crash,V1: Slowing or stopped in traffic,V1:Northbound ,V1: Collision with curb ,V1: Passenger car,Dry,Dark - roadway not lighted,Clear,,VETERANS OF FOREIGN WARS PARKWAY / WEST ROXBURY VFW PARKWAY ROTARY,,,,,229244.3438,894033.7502
2872405,BOSTON,07-Jan-2012,8:07 PM,Non-fatal injury,2,1,0,"Sideswipe, same direction",V1: Other / V2:Entering traffic lane,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Dark - lighted roadway,Cloudy,,KOSCIUSZKO CIRCLE,,,COLUMBIA RD ROTARY,,237020.6238,896892.1848
2868140,BOSTON,07-Jan-2012,8:35 PM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Changing lanes,V1:Northbound ,V1: Collision with median barrier ,V1: Passenger car,Dry,Dark - lighted roadway,Clear,,Rte 93 N,,,,,236956.1752,900947.9416
2860056,BOSTON,07-Jan-2012,11:15 PM,Non-fatal injury,2,1,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic,V1:Eastbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Dark - lighted roadway,Clear,,GALLIVAN BOULEVARD,,,NEPONSET CIRCLE,,237731.8737,892907.403
2861651,BOSTON,08-Jan-2012,2:27 AM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Eastbound ,V1: Collision with guardrail ,V1: Passenger car,Dry,Dark - lighted roadway,Clear,FRONTAGE ROAD / MASSACHUSETTS AVENUE CONNECTOR / RAMP - FRONTAGE ROAD TO RT 93 NB,,,,MASS AVE CONNECTOR,,235865.0173,898419.1854
3345832,BOSTON,08-Jan-2012,7:10 AM,Non-fatal injury,1,1,0,Single vehicle crash,V1: Travelling straight ahead,V1:Not reported ,V1: Collision with utility pole ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires","Water (standing, moving)",Dawn,Clear,WASHINGTON STREET / IFFLEY ROAD,,,,,,232890.7811,895916.1249
2969034,BOSTON,08-Jan-2012,11:00 AM,Property damage only (none injured),3,0,0,Single vehicle crash,V1: Turning left / V2:Not reported / V3:Not reported,V1:Eastbound / V2:Not reported / V3:Not reported ,V1: Collision with parked motor vehicle / V2: Not reported / V3: Not reported ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V3:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,KNEELAND STREET / LINCOLN STREET,,,,,,236338.8677,900031.647
2861652,BOSTON,08-Jan-2012,1:52 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Travelling straight ahead,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Other,Clear,,Rte 93 S,,Exit 20 on Rte 93 S,,,236954.2091,900826.9444
2855569,BOSTON,08-Jan-2012,6:20 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Travelling straight ahead,V1:Westbound / V2:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Dark - lighted roadway,Clear,,ALLSTON TOLL PLAZA / ALLSTON TOLL PLAZA,,Exit 19 on Rte 90 W,TOLL PLAZA,,230985.8873,900895.8575
2869610,BOSTON,09-Jan-2012,3:15 AM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Other,V1:Northbound ,V1: Collision with median barrier ,V1: Passenger car,Dry,Dark - lighted roadway,Clear,,Rte 93 N,,Exit 23 on Rte 93 N,,,236935.489,901011.4131
2861489,BOSTON,09-Jan-2012,8:18 AM,Property damage only (none injured),2,0,0,Angle,V1: Travelling straight ahead / V2:Turning left,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Motorcycle,Dry,Daylight,Clear,RAMP - SOLDIERS FIELD RD WB TO WESTERN A / CAMBRIDGE STREET,,,,ON RIVER ST BRIDGE,,231514.4842,901235.6252
2861653,BOSTON,09-Jan-2012,9:06 AM,Property damage only (none injured),4,0,0,Rear-end,V1: Travelling straight ahead / V2:Travelling straight ahead / V3:Travelling straight ahead / V4:Travelling straight ahead,V1:Southbound / V2:Southbound / V3:Southbound / V4:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic / V4: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car / V3:Passenger car / V4:Passenger car,Dry,Daylight,Clear,,Rte 93 S,,Exit 24 on Rte 93 S,,,236397.1934,901565.6513
2869621,BOSTON,09-Jan-2012,10:10 AM,Non-fatal injury,2,1,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Not Reported,,FENWAY / AVENUE LOUIS PASTEUR,,,,,232903.62,898943.1247
2879033,BOSTON,09-Jan-2012,10:30 AM,Non-fatal injury,2,1,0,Angle,V1: Turning right / V2:Turning right,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Single-unit truck (2-axle, 6-tire) / V2:Passenger car",Dry,Daylight,Clear,CHARLES STREET / BEACON STREET,,,,,,235472.1213,900720.2388
2861860,BOSTON,09-Jan-2012,11:42 AM,Property damage only (none injured),2,0,0,Angle,V1: Turning left / V2:Travelling straight ahead,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Truck tractor (bobtail),Dry,Daylight,Clear,,Rte 93 S,,Exit 18 on Rte 93 S,,,236013.2784,899092.998
3038131,BOSTON (DORCHESTER),09-Jan-2012,2:20 PM,Non-fatal injury,2,2,0,Head-on,V1: Travelling straight ahead / V2:Slowing or stopped in traffic,V1:Southbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with parked motor vehicle ,"V1: Other / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear/Clear,DORCHESTER AVENUE / ADAMS STREET,,,,,,,
2992230,BOSTON,09-Jan-2012,2:51 PM,Not Reported,2,0,0,"Sideswipe, same direction",V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Northbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Bus (seats for more than 15 people, including driver) / V2:Single-unit truck (2-axle, 6-tire)",Dry,Daylight,Clear/Clear,CONGRESS STREET / EXCHANGE PLACE,,,,,,236533.1246,900933.7679
3381566,BOSTON,09-Jan-2012,3:00 PM,Property damage only (none injured),3,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic / V3:Slowing or stopped in traffic,V1:Northbound / V2:Northbound / V3:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car / V3:Passenger car,Dry,Dark - lighted roadway,Clear,,Rte 93 N,,,NORTH HOVBLDG,,236785.8889,895378.2247
3380382,BOSTON,09-Jan-2012,3:40 PM,Non-fatal injury,3,1,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic / V3:Travelling straight ahead,V1:Westbound / V2:Westbound / V3:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car / V3:Passenger car,Dry,Daylight,Clear/Cloudy,Rte 93 N / RAMP - RT 93 NB TO STORROW DRIVE Rte 3A N,,,,ENTRANCE TO STATION TUNNEL,,236402.7438,901600.034
2855644,BOSTON,09-Jan-2012,4:30 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,TRUMAN HIGHWAY / CHITTICK ROAD,,,,,,231016.8719,888713.6545
2861493,BOSTON,09-Jan-2012,5:22 PM,Property damage only (none injured),2,0,0,Angle,V1: Turning left / V2:Turning left,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Dark - lighted roadway,Cloudy,,121 feet S from Intersection VETERANS OF FOREIGN WARS PARKWAY / GARDNER STREET,,,,,227060.8197,891914.1995
3158806,BOSTON,09-Jan-2012,6:21 PM,Property damage only (none injured),3,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic / V3:Slowing or stopped in traffic,V1:Southbound / V2:Southbound / V3:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car / V3:Passenger car,Dry,Dark - lighted roadway,Clear,Rte 93 S / RAMP - COLUMBIA RD TO RT 93 SB,Rte 93 S / UNKNOWN Rte RAMP -,,,,,236956.3473,896468.511
3380267,BOSTON,09-Jan-2012,7:06 PM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Southbound ,V1: Collision with highway traffic sign post ,V1: Passenger car,Dry,Dark - lighted roadway,Clear,,Rte 93 S,,Exit 26 on Rte 93 S,LOWER DECK PAST EXIT 26,,234851.4113,903728.5151
3019740,BOSTON,09-Jan-2012,7:50 PM,Not Reported,2,0,0,Not reported,V1: Not reported / V2:Not reported,V1:Not reported / V2:Not reported ,V1: Not reported / V2: Not reported ,"V1: Bus (seats for more than 15 people, including driver) / V2:Passenger car",Not reported,Not reported,Not Reported,WASHINGTON STREET / WEST ROXBURY PARKWAY,,,,,,229642.4842,891711.8123
3020240,BOSTON,09-Jan-2012,10:45 PM,Non-fatal injury,2,3,0,Angle,V1: Turning left / V2:Travelling straight ahead,V1:Not reported / V2:Not reported ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Not reported / V2:Bus (seats for more than 15 people, including driver)",Dry,Dark - lighted roadway,Clear,WASHINGTON STREET / WALTHAM STREET,,,,,,235533.7031,899108.3748
2967624,BOSTON (CHARLESTOWN),10-Jan-2012,5:24 AM,Non-fatal injury,2,1,0,Rear-end,V1: Travelling straight ahead / V2:Parked,V1:Not reported / V2:Not reported ,V1: Collision with parked motor vehicle / V2: Not reported ,V1: Passenger car / V2:Passenger car,Dry,Dawn,Cloudy/Cloudy,,44 MEAD STREET,,,,,235621.4233,903474.3787
3021235,BOSTON (SOUTH BOSTON),10-Jan-2012,7:30 AM,Not Reported,2,0,0,Angle,V1: Not reported / V2:Not reported,V1:Eastbound / V2:Not reported ,V1: Not reported / V2: Not reported ,V1: Not reported / V2:Not reported,Dry,Daylight,Clear,DORCHESTER STREET / WARD STREET,,,,,,236652.7984,897863.9977
2869622,BOSTON,10-Jan-2012,7:43 AM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Eastbound ,V1: Collision with guardrail ,V1: Passenger car,Ice,Daylight,Not Reported,,STORROW DRIVE Rte 28 N / RAMP TO CHARLES CIRCLE,,,@ THE LONGFELLOW BRIDGE,,235227.3598,901261.2178
3003331,BOSTON,10-Jan-2012,8:00 AM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Southbound ,V1: Collision with guardrail ,V1: Passenger car,Ice,Daylight,Cloudy,,WILLIAM T MORRISSEY BOULEVARD / RAMP - MORRISSEY BLVD TO RT 93 SB,,,TOLLMAN ON-RAMP,,237685.8851,893079.7488
2859842,BOSTON,10-Jan-2012,9:25 AM,Non-fatal injury,1,1,0,Angle,V1: Turning right,V1:Eastbound ,"V1: Collision with cyclist (bicycle, tricycle, unicycle, pedal car) ","V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Not Reported,,BROOKLINE AVENUE / FENWAY,,,,"P2:Pedalcyclist (bicycle, tricycle, unicycle, pedal car)",232691.9572,899212.3563
3386754,BOSTON,10-Jan-2012,9:28 AM,Property damage only (none injured),2,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Travelling straight ahead,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,,RAMP - RT 1 SB FROM TOBIN BRIDGE Rte 1 S,,,CANA TUNNEL TO 93 SB,,235908.6286,902317.0172
2990347,BOSTON (DORCHESTER),10-Jan-2012,12:09 PM,Not Reported,1,0,0,Single vehicle crash,V1: Unknown,V1:Not reported ,"V1: Collision with other fixed object (wall, building, tunnel, etc.) ",V1: Passenger car,Dry,Daylight,Clear,,105 BOWDOIN AVENUE,,,,,235170.6422,894500.9038
2890190,BOSTON,10-Jan-2012,1:50 PM,Non-fatal injury,2,1,0,Rear-end,V1: Slowing or stopped in traffic / V2:Travelling straight ahead,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Wet,Daylight,Snow,,Rte 93 N,,Exit 11 on Rte 93 N,,,237113.1203,891743.2618
3389252,BOSTON,10-Jan-2012,3:45 PM,Non-fatal injury,4,1,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic / V3:Slowing or stopped in traffic / V4:Travelling straight ahead,V1:Eastbound / V2:Eastbound / V3:Eastbound / V4:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic / V4: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Passenger car / V3:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V4:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Cloudy,STORROW DRIVE / RAMP - STORROW DRIVE TO CLARENDON STREET,,,,STORROW DR @ CLARENDON ST EXIT,,234627.2,900496.4933
3044760,BOSTON (DORCHESTER),10-Jan-2012,5:41 PM,Non-fatal injury,1,1,0,Single vehicle crash,V1: Not reported,V1:Not reported ,V1: Not reported ,V1: Not reported,Dry,Dark - lighted roadway,Clear/Clear,DORCHESTER AVENUE / KIMBALL STREET,,,,,"P2:Pedalcyclist (bicycle, tricycle, unicycle, pedal car)",236347.2343,894957.0624
2861857,BOSTON,10-Jan-2012,8:35 PM,Non-fatal injury,2,1,0,Rear-end,V1: Slowing or stopped in traffic / V2:Travelling straight ahead,V1:Eastbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with parked motor vehicle ,"V1: Single-unit truck (2-axle, 6-tire) / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Dark - lighted roadway,Clear,,Rte 90 E,,Exit 22 on Rte 90 E,,,234741.7413,899775.6959
2861494,BOSTON,10-Jan-2012,11:11 PM,Not Reported,1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Northbound ,V1: Collision with curb ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Dark - lighted roadway,Clear,,VETERANS OF FOREIGN WARS PARKWAY / WEST ROXBURY VFW PARKWAY ROTARY,,,,,229244.3438,894033.7502
2858371,BOSTON,11-Jan-2012,3:03 AM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Northbound ,V1: Collision with median barrier ,V1: Passenger car,Dry,Dark - lighted roadway,Clear,,Rte 93 N / RAMP - RT 93 NB TO NORTH STREET,,Exit 23 on Rte 93 N,,,236958.6478,900940.4628
2869624,BOSTON,11-Jan-2012,8:49 AM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Not Reported,,FENWAY / 59,,,,,233657.2298,899169.4955
2859689,BOSTON,11-Jan-2012,9:30 AM,Property damage only (none injured),2,0,0,Angle,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Westbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,OLD COLONY AVENUE / PREBLE STREET,,,PREBLE CIRCLE,,236869.4374,897748.4378
2880232,BOSTON,11-Jan-2012,10:24 AM,Non-fatal injury,2,1,0,Rear-end,V1: Slowing or stopped in traffic / V2:Turning left,V1:Eastbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Bus (seats for more than 15 people, including driver) / V2:Passenger car",Dry,Daylight,Clear,MASSACHUSETTS AVENUE / NEWBURY STREET,,,,,,233934.9939,899817.781
2864378,BOSTON,11-Jan-2012,3:15 PM,Non-fatal injury,4,1,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic / V3:Slowing or stopped in traffic / V4:Slowing or stopped in traffic,V1:Northbound / V2:Northbound / V3:Northbound / V4:Northbound ,V1: Not reported / V2: Not reported / V3: Not reported / V4: Not reported ,"V1: Passenger car / V2:Passenger car / V3:Passenger car / V4:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Not Reported,,VETERANS OF FOREIGN WARS PARKWAY / GARDNER STREET,,,BY THE HIGH SCHOOL,,227142.3582,892283.2842
2880240,BOSTON (ROSLINDALE),11-Jan-2012,3:40 PM,Property damage only (none injured),2,0,0,Unknown,V1: Parked / V2:Travelling straight ahead,V1:Not reported / V2:Not reported ,V1: Not reported / V2: Not reported ,"V1: Bus (seats for more than 15 people, including driver) / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,731 AMERICAN LEGION HIGHWAY,,,,,231807.1104,892561.4155
2891056,BOSTON,11-Jan-2012,3:52 PM,Property damage only (none injured),3,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic / V3:Travelling straight ahead,V1:Southbound / V2:Southbound / V3:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,"V1: Single-unit truck (3-or-more axles) / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V3:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Dark - lighted roadway,Clear,,Rte 93 S,,Exit 12 on Rte 93 S,,,237620.5491,892713.0989
