f,d,i,e,Intersection Number,Associated Streets,Collection Date,Data Type,Neighborhood Code,Site Location,Street Name,Study Period,Study Type,url
z56,736,9,PDF,"66","BOYLSTON ST, CHARLES ST, CHARLES ST SOUTH","05/11/2010","","BOSTON PROPER","","","12 HOURS","TURNING MOVEMENT COUNT","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e736%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3ePDF%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7324,9,PDF,"66","BOYLSTON ST, CHARLES ST, CHARLES ST SOUTH","04/27/2011","","BOSTON PROPER","","","11 HOURS","TURNING MOVEMENT COUNT","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7324%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3ePDF%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7994,9,PDF,"66","BOYLSTON ST, CHARLES ST","05/11/2010","","BOSTON PROPER","","","12 HOURS","TURNING MOVEMENT COUNT","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7994%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3ePDF%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8277,9,PDF,"66","BOYLSTON ST, CHARLES ST","06/15/2016","","BOSTON PROPER","","","12 HOURS","TURNING MOVEMENT COUNT","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8277%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3ePDF%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8278,2,XLS,"66","BOYLSTON ST, CHARLES ST","06/15/2016","","BOSTON PROPER","","","12 HOURS","TURNING MOVEMENT COUNT","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8278%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,737,9,PDF,"70","ALBANY ST, HERALD ST","12/04/2008","","BOSTON PROPER","","","11 HOURS","TURNING MOVEMENT COUNT","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e737%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3ePDF%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,738,9,PDF,"70","ALBANY ST, HERALD ST","07/30/2013","","BOSTON PROPER","","","12 HOURS","TURNING MOVEMENT COUNT","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e738%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3ePDF%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8426,9,PDF,"70","ALBANY ST, HERALD ST","01/13/2016","","BOSTON PROPER","","","4 HOURS","TURNING MOVEMENT COUNT","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8426%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3ePDF%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,739,9,PDF,"71","ARLINGTON ST, BEACON ST, EMBANKMENT RD","05/22/2007","","BOSTON PROPER","","","12 HOURS","TURNING MOVEMENT COUNT","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e739%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3ePDF%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7473,9,PDF,"71","ARLINGTON ST, BEACON ST, EMBANKMENT RD","09/30/2014","","BOSTON PROPER","","","12 HOURS","TURNING MOVEMENT COUNT","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7473%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3ePDF%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7474,2,XLS,"71","ARLINGTON ST, BEACON ST, EMBANKMENT RD","09/30/2014","","BOSTON PROPER","","","12 HOURS","TURNING MOVEMENT COUNT","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7474%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8870,14,XLSX,"71","ARLINGTON ST, BEACON ST, EMBANKMENT RD","04/27/2017","","BOSTON PROPER","","","12 HOURS","TURNING MOVEMENT COUNT","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8870%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLSX%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,740,9,PDF,"73","ARLINGTON ST, COMMONWEALTH AVE","05/22/2007","","BOSTON PROPER","","","12 HOURS","TURNING MOVEMENT COUNT","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e740%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3ePDF%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7475,9,PDF,"73","ARLINGTON ST, COMMONWEALTH AVE (N. RDWY)","09/30/2014","","BOSTON PROPER","","","12 HOURS","TURNING MOVEMENT COUNT","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7475%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3ePDF%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7476,2,XLS,"73","ARLINGTON ST, COMMONWEALTH AVE (N. RDWY)","09/30/2014","","BOSTON PROPER","","","12 HOURS","TURNING MOVEMENT COUNT","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7476%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7477,9,PDF,"73","ARLINGTON ST, COMMONWEALTH AVE (S. RDWY)","09/30/2014","","BOSTON PROPER","","","12 HOURS","TURNING MOVEMENT COUNT","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7477%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3ePDF%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7479,2,XLS,"73","ARLINGTON ST, COMMONWEALTH AVE (S. RDWY)","09/30/2014","","BOSTON PROPER","","","12 HOURS","TURNING MOVEMENT COUNT","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7479%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7478,9,PDF,"74","ARLINGTON ST, NEWBURY ST","09/30/2014","","BOSTON PROPER","","","12 HOURS","TURNING MOVEMENT COUNT","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7478%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3ePDF%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7480,2,XLS,"74","ARLINGTON ST, NEWBURY ST","09/30/2014","","BOSTON PROPER","","","12 HOURS","TURNING MOVEMENT COUNT","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7480%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,741,9,PDF,"75","ARLINGTON ST, BOYLSTON ST","05/22/2007","","BOSTON PROPER","","","12 HOURS","TURNING MOVEMENT COUNT","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e741%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3ePDF%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7481,9,PDF,"75","ARLINGTON ST, BOYLSTON ST","09/30/2014","","BOSTON PROPER","","","12 HOURS","TURNING MOVEMENT COUNT","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7481%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3ePDF%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7482,2,XLS,"75","ARLINGTON ST, BOYLSTON ST","09/30/2014","","BOSTON PROPER","","","12 HOURS","TURNING MOVEMENT COUNT","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7482%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,742,9,PDF,"76","ARLINGTON ST, COLUMBUS AVE, STUART ST","05/22/2007","","BOSTON PROPER","","","12 HOURS","TURNING MOVEMENT COUNT","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e742%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3ePDF%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7483,9,PDF,"76","ARLINGTON ST, COLUMBUS AVE, STUART ST","09/30/2014","","BOSTON PROPER","","","12 HOURS","TURNING MOVEMENT COUNT","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7483%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3ePDF%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7484,2,XLS,"76","ARLINGTON ST, COLUMBUS AVE, STUART ST","09/30/2014","","BOSTON PROPER","","","12 HOURS","TURNING MOVEMENT COUNT","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7484%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7485,9,PDF,"77","BERKELEY ST, BOYLSTON ST","09/30/2014","","BOSTON PROPER","","","12 HOURS","TURNING MOVEMENT COUNT","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7485%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3ePDF%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7486,2,XLS,"77","BERKELEY ST, BOYLSTON ST","09/30/2014","","BOSTON PROPER","","","12 HOURS","TURNING MOVEMENT COUNT","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7486%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7487,9,PDF,"78","BOYLSTON ST, CLARENDON ST","09/30/2014","","BOSTON PROPER","","","12 HOURS","TURNING MOVEMENT COUNT","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7487%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3ePDF%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7488,2,XLS,"78","BOYLSTON ST, CLARENDON ST","09/30/2014","","BOSTON PROPER","","","12 HOURS","TURNING MOVEMENT COUNT","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7488%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,743,9,PDF,"79","BOYLSTON ST, DARTMOUTH ST","05/23/2007","","BOSTON PROPER","","","12 HOURS","TURNING MOVEMENT COUNT","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e743%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3ePDF%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7489,9,PDF,"79","BOYLSTON ST, DARTMOUTH ST","09/30/2014","","BOSTON PROPER","","","12 HOURS","TURNING MOVEMENT COUNT","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7489%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3ePDF%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7490,2,XLS,"79","BOYLSTON ST, DARTMOUTH ST","09/30/2014","","BOSTON PROPER","","","12 HOURS","TURNING MOVEMENT COUNT","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7490%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,744,9,PDF,"80","BOYLSTON ST, EXETER ST","05/24/2007","","BOSTON PROPER","","","12 HOURS","TURNING MOVEMENT COUNT","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e744%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3ePDF%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7491,9,PDF,"80","BOYLSTON ST, EXETER ST","09/30/2014","","BOSTON PROPER","","","12 HOURS","TURNING MOVEMENT COUNT","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7491%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3ePDF%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,7492,2,XLS,"80","BOYLSTON ST, EXETER ST","09/30/2014","","BOSTON PROPER","","","12 HOURS","TURNING MOVEMENT COUNT","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e7492%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,746,9,PDF,"81","DARTMOUTH ST, HUNTINGTON AVE, ST JAMES AVE","03/09/2011","","BOSTON PROPER","","","4 HOURS","TURNING MOVEMENT COUNT","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e746%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3ePDF%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
