f,d,i,e,Intersection Number,Associated Streets,Collection Date,Data Type,Neighborhood Code,Site Location,Street Name,Study Period,Study Type,url
z56,8647,9,PDF,"","","09/27/2016","XXX","ROXBURY","108","SEAVER ST","72 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8647%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3ePDF%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8648,2,XLS,"","","09/27/2016","CLASSIFICATION","WEST ROXBURY","351","SOUTH HUNTINGTON AVE","48 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8648%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8649,2,XLS,"","","09/27/2016","VOLUME","WEST ROXBURY","351","SOUTH HUNTINGTON AVE","48 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8649%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8650,9,PDF,"","","09/27/2016","XXX","WEST ROXBURY","351","SOUTH HUNTINGTON AVE","48 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8650%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3ePDF%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8651,9,PDF,"","","09/27/2016","XXX","ROXBURY","0","SOUTHWEST CORRIDOR","48 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8651%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3ePDF%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8652,2,XLS,"","","09/27/2016","XXX","ROXBURY","0","SOUTHWEST CORRIDOR","48 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8652%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8653,2,XLS,"","","09/27/2016","CLASSIFICATION","SOUTH BOSTON","250","SUMMER ST","48 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8653%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8654,2,XLS,"","","09/27/2016","VOLUME","SOUTH BOSTON","250","SUMMER ST","48 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8654%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8655,9,PDF,"","","09/27/2016","XXX","SOUTH BOSTON","250","SUMMER ST","48 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8655%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3ePDF%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8656,2,XLS,"","","09/27/2016","CLASSIFICATION","DORCHESTER","205","TALBOT AVE","48 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8656%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8657,2,XLS,"","","09/27/2016","VOLUME","DORCHESTER","205","TALBOT AVE","48 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8657%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8658,9,PDF,"","","09/27/2016","XXX","DORCHESTER","205","TALBOT AVE","48 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8658%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3ePDF%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8659,2,XLS,"","","09/27/2016","CLASSIFICATION","ROXBURY","162","WARREN ST","72 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8659%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8660,2,XLS,"","","09/27/2016","VOLUME","ROXBURY","162","WARREN ST","72 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8660%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8661,9,PDF,"","","09/27/2016","XXX","ROXBURY","162","WARREN ST","72 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8661%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3ePDF%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8662,2,XLS,"","","09/27/2016","CLASSIFICATION","BOSTON PROPER","600","WASHINGTON ST","72 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8662%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8663,2,XLS,"","","09/27/2016","VOLUME","BOSTON PROPER","600","WASHINGTON ST","72 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8663%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8664,9,PDF,"","","09/27/2016","XXX","BOSTON PROPER","600","WASHINGTON ST","72 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8664%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3ePDF%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8665,2,XLS,"","","09/27/2016","CLASSIFICATION","BOSTON PROPER","1000","WASHINGTON ST","72 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8665%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8666,2,XLS,"","","09/27/2016","VOLUME","BOSTON PROPER","1000","WASHINGTON ST","72 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8666%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8667,9,PDF,"","","09/27/2016","XXX","BOSTON PROPER","1000","WASHINGTON ST","72 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8667%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3ePDF%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8668,2,XLS,"","","09/27/2016","CLASSIFICATION","WEST ROXBURY","3099","WASHINGTON ST","48 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8668%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8669,2,XLS,"","","09/27/2016","VOLUME","WEST ROXBURY","3099","WASHINGTON ST","48 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8669%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8670,9,PDF,"","","09/27/2016","XXX","WEST ROXBURY","3099","WASHINGTON ST","48 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8670%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3ePDF%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8671,2,XLS,"","","09/27/2016","CLASSIFICATION","WEST ROXBURY","4161","WASHINGTON ST","72 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8671%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8672,2,XLS,"","","09/27/2016","VOLUME","WEST ROXBURY","4161","WASHINGTON ST","72 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8672%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8673,9,PDF,"","","09/27/2016","XXX","WEST ROXBURY","4161","WASHINGTON ST","72 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8673%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3ePDF%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8674,2,XLS,"","","09/27/2016","CLASSIFICATION","WEST ROXBURY","115","WELD ST","48 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8674%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8675,2,XLS,"","","09/27/2016","VOLUME","WEST ROXBURY","115","WELD ST","48 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8675%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8676,9,PDF,"","","09/27/2016","XXX","WEST ROXBURY","115","WELD ST","48 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8676%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3ePDF%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8677,2,XLS,"","","09/27/2016","CLASSIFICATION","ALLSTON BRIGHTON","111","WESTERN AVE","48 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8677%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8678,2,XLS,"","","09/27/2016","VOLUME","ALLSTON BRIGHTON","111","WESTERN AVE","48 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8678%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8679,9,PDF,"","","09/27/2016","XXX","ALLSTON BRIGHTON","111","WESTERN AVE","48 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8679%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3ePDF%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8680,2,XLS,"","","09/27/2016","CLASSIFICATION","ALLSTON BRIGHTON","440","WESTERN AVE","48 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8680%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8681,2,XLS,"","","09/27/2016","VOLUME","ALLSTON BRIGHTON","440","WESTERN AVE","48 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8681%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8682,9,PDF,"","","09/27/2016","XXX","ALLSTON BRIGHTON","440","WESTERN AVE","48 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8682%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3ePDF%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
